,index,store_ID,day_of_week,date,nb_customers_on_day,open,promotion,state_holiday,school_holiday,sales
4073,435849,43,6,30/03/2013,761,1,0,0,0,7108.44
4074,189685,726,1,26/01/2015,1410,1,1,0,0,14888.291
4075,345490,727,6,23/11/2013,300,1,0,0,0,3120.92
4076,69350,588,1,27/10/2014,595,1,0,0,0,5060.7246
4077,680146,601,5,05/07/2013,438,1,1,0,0,5416.574
4078,19662,774,6,13/06/2015,558,1,0,0,0,5285.448
4079,683663,249,7,02/11/2014,0,0,0,0,0,0.0
4080,487958,444,4,22/01/2015,886,1,0,0,0,5835.763
4081,525858,724,2,21/04/2015,614,1,0,0,0,5717.326
4082,245762,76,5,09/01/2015,1032,1,1,0,0,8897.026
4083,402,856,7,14/12/2014,0,0,0,0,0,0.0
4084,584635,493,1,26/08/2013,949,1,1,0,1,9266.54
4085,449671,805,2,15/04/2014,691,1,1,0,1,9250.721
4086,493277,795,7,09/11/2014,0,0,0,0,0,0.0
4087,407574,387,6,06/04/2013,1028,1,0,0,0,8337.266
4088,499156,69,4,23/05/2013,1080,1,0,0,0,7324.0327
4089,661322,453,5,30/01/2015,788,1,1,0,0,8569.881
4090,400515,456,1,21/01/2013,869,1,1,0,0,8335.686
4091,207039,1007,5,11/10/2013,855,1,1,0,1,7616.664
4092,114717,235,7,20/04/2014,0,0,0,0,1,0.0
4093,144463,628,4,14/05/2015,0,0,0,a,0,0.0
4094,406946,1040,5,12/06/2015,725,1,0,0,0,6446.8228
4095,102439,663,2,07/01/2014,850,1,1,0,0,8648.286
4096,48182,144,2,08/01/2013,715,1,1,0,0,7438.813
4097,240142,786,6,13/09/2014,181,1,0,0,0,1194.3494
4098,203878,1100,2,24/03/2015,617,1,0,0,0,4524.219
4099,267888,103,6,14/03/2015,399,1,0,0,0,3917.9167
4100,435973,857,3,05/11/2014,931,1,1,0,0,8378.414
4101,350499,222,1,01/12/2014,747,1,1,0,0,8584.943
4102,619739,47,3,06/02/2013,1091,1,1,0,0,8373.561
4103,281680,447,3,04/09/2013,537,1,0,0,0,4008.3564
4104,300239,924,2,13/08/2013,504,1,1,0,1,6249.721
4105,68313,943,2,28/05/2013,551,1,1,0,0,6300.8867
4106,425975,936,5,28/03/2014,834,1,0,0,0,7100.4146
4107,107679,448,5,01/02/2013,716,1,0,0,0,6740.632
4108,619996,526,2,05/05/2015,1755,1,1,0,0,15290.713
4109,551957,894,6,26/04/2014,771,1,0,0,0,6566.966
4110,55879,177,5,12/06/2015,336,1,0,0,0,3198.7031
4111,15460,472,5,13/12/2013,704,1,0,0,0,5865.46
4112,36872,147,2,08/10/2013,946,1,1,0,0,9261.634
4113,366839,460,4,12/02/2015,314,1,0,0,1,3073.6936
4114,288131,232,2,31/12/2013,164,1,0,0,1,1756.2524
4115,610419,654,4,25/04/2013,721,1,1,0,0,6576.776
4116,356247,112,7,06/07/2014,0,0,0,0,0,0.0
4117,83603,83,4,28/03/2013,508,1,1,0,1,5001.0913
4118,117839,690,5,18/10/2013,874,1,0,0,0,6764.0767
4119,77722,326,5,17/07/2015,518,1,1,0,0,5847.639
4120,190461,281,5,22/03/2013,594,1,1,0,0,6142.092
4121,229922,531,4,03/10/2013,0,0,0,a,1,0.0
4122,20517,814,3,04/03/2015,670,1,1,0,0,6405.924
4123,584379,924,3,05/06/2013,490,1,1,0,0,5910.6724
4124,116050,680,3,21/05/2014,644,1,1,0,0,5497.069
4125,378073,876,4,01/01/2015,0,0,0,a,1,0.0
4126,610673,675,4,18/12/2014,728,1,1,0,0,8862.832
4127,543575,1081,1,27/07/2015,1127,1,1,0,1,9212.41
4128,474064,849,5,21/11/2014,851,1,0,0,0,7027.257
4129,151486,923,4,14/11/2013,544,1,0,0,0,4805.0225
4130,45793,224,6,12/01/2013,405,1,0,0,0,3884.3865
4131,208085,565,1,15/12/2014,1193,1,1,0,0,13391.319
4132,526908,729,5,03/10/2014,0,0,1,a,0,0.0
4133,4790,149,5,24/05/2013,461,1,0,0,1,4735.8237
4134,434375,768,1,01/06/2015,1864,1,1,0,0,19627.309
4135,709844,978,2,27/08/2013,980,1,1,0,0,8243.795
4136,510241,33,6,30/05/2015,919,1,0,0,0,9021.692
4137,557804,81,4,12/03/2015,523,1,0,0,0,5557.4453
4138,560421,1054,4,22/08/2013,601,1,0,0,0,5087.941
4139,255976,247,2,29/01/2013,529,1,0,0,0,4801.8926
4140,273347,845,1,29/07/2013,467,1,1,0,1,5866.351
4141,663564,852,3,25/03/2015,505,1,0,0,0,4623.163
4142,205052,844,4,06/06/2013,495,1,1,0,0,4418.857
4143,611092,247,6,20/04/2013,600,1,0,0,0,5826.632
4144,201628,482,6,06/09/2014,887,1,0,0,0,6978.958
4145,253403,65,4,25/06/2015,445,1,0,0,0,4765.7363
4146,289196,1109,7,24/11/2013,0,0,0,0,0,0.0
4147,54270,615,5,14/03/2014,1013,1,0,0,0,7832.258
4148,196613,948,1,14/07/2014,1898,1,1,0,0,8551.454
4149,484202,770,1,30/03/2015,1026,1,1,0,1,12501.31
4150,33547,918,3,04/02/2015,598,1,1,0,0,6213.728
4151,195569,114,3,21/08/2013,573,1,0,0,1,4868.907
4152,595104,778,7,12/07/2015,0,0,0,0,0,0.0
4153,302381,332,5,21/11/2014,484,1,0,0,0,4055.521
4154,586950,822,5,13/12/2013,670,1,0,0,0,6930.8755
4155,352094,347,5,27/09/2013,389,1,1,0,0,4566.455
4156,624150,118,1,07/04/2014,588,1,0,0,0,5281.789
4157,610503,982,3,05/11/2014,735,1,1,0,0,7619.3003
4158,43285,1011,1,22/07/2013,723,1,0,0,1,6003.261
4159,695535,392,1,12/08/2013,1102,1,1,0,1,11828.47
4160,527800,336,3,05/11/2014,2157,1,1,0,0,15544.318
4161,267778,8,2,09/12/2014,798,1,0,0,0,6948.8213
4162,250355,421,6,06/12/2014,1487,1,0,0,0,13385.594
4163,625155,904,7,18/08/2013,0,0,0,0,0,0.0
4164,255373,448,2,04/11/2014,904,1,1,0,0,8793.798
4165,454652,349,6,03/01/2015,838,1,0,0,0,8064.9326
4166,375290,647,1,15/07/2013,936,1,1,0,1,9594.7295
4167,160355,121,1,02/06/2014,691,1,1,0,0,7733.507
4168,256880,781,1,08/09/2014,621,1,0,0,0,5090.323
4169,329605,426,4,30/07/2015,590,1,1,0,1,7226.273
4170,419136,829,5,23/05/2014,729,1,1,0,0,6922.9897
4171,216606,232,3,15/01/2014,211,1,0,0,0,2313.069
4172,403389,79,1,11/03/2013,523,1,0,0,0,5218.948
4173,638386,408,4,20/03/2014,430,1,1,0,0,5188.5454
4174,317134,254,1,21/01/2013,256,1,1,0,0,2950.2732
4175,458834,75,1,13/01/2014,554,1,0,0,0,4368.1465
4176,458861,271,2,15/10/2013,879,1,0,0,0,5210.417
4177,480108,741,4,02/05/2013,1153,1,1,0,0,10153.261
4178,405293,285,5,10/01/2014,475,1,1,0,1,5518.752
4179,188822,310,4,30/01/2014,658,1,0,0,0,6133.3877
4180,711003,152,2,25/11/2014,740,1,1,0,0,8138.3145
4181,176262,792,1,04/03/2013,1078,1,1,0,0,11006.95
4182,496954,982,3,11/09/2013,804,1,1,0,0,7612.168
4183,10369,539,5,16/01/2015,1176,1,1,0,0,10969.275
4184,549998,616,4,11/07/2013,838,1,0,0,0,6481.0723
4185,230660,978,1,17/11/2014,1025,1,0,0,0,7986.0093
4186,474722,563,2,28/01/2014,704,1,0,0,0,4954.071
4187,161653,884,2,25/02/2014,418,1,0,0,0,4014.4634
4188,558715,1010,6,30/11/2013,1215,1,0,0,0,11178.826
4189,510547,663,1,19/08/2013,474,1,0,0,1,3732.9353
4190,428828,867,2,02/12/2014,471,1,1,0,0,5902.7905
4191,368289,180,6,17/05/2014,835,1,0,0,0,7121.333
4192,276607,865,6,01/02/2014,887,1,0,0,0,7723.615
4193,554433,713,4,09/04/2015,1079,1,0,0,1,8741.5
4194,472447,513,4,28/05/2015,1909,1,0,0,0,15589.9
4195,449438,910,6,04/04/2015,746,1,0,0,0,6932.608
4196,503401,980,2,29/10/2013,521,1,0,0,1,4823.024
4197,282158,484,1,27/10/2014,579,1,0,0,0,4743.3447
4198,568625,1074,6,30/03/2013,833,1,0,0,0,7965.846
4199,246262,28,7,27/01/2013,0,0,0,0,0,0.0
4200,383643,995,1,22/07/2013,689,1,0,0,1,6760.126
4201,563498,414,5,23/01/2015,451,1,0,0,0,5070.938
4202,413257,211,7,01/06/2014,0,0,0,0,0,0.0
4203,196701,295,5,24/10/2014,721,1,1,0,0,6235.321
4204,315240,204,7,16/02/2014,0,0,0,0,0,0.0
4205,586582,660,2,31/03/2015,602,1,1,0,1,7847.154
4206,213849,1025,6,25/10/2014,757,1,0,0,0,5826.9585
4207,211793,556,5,30/01/2015,870,1,1,0,0,8248.192
4208,176476,895,2,03/09/2013,713,1,0,0,1,5927.5503
4209,481205,1061,4,13/11/2014,576,1,1,0,0,6518.246
4210,116734,937,2,13/08/2013,701,1,1,0,1,7693.5093
4211,200936,389,2,21/04/2015,1311,1,0,0,0,10076.337
4212,467012,381,1,13/07/2015,1209,1,1,0,1,13220.515
4213,526285,272,7,31/03/2013,0,0,0,0,0,0.0
4214,266319,734,3,24/12/2014,413,1,0,0,1,4053.2283
4215,397480,90,3,02/04/2014,1156,1,1,0,0,10158.08
4216,407421,943,7,01/03/2015,0,0,0,0,0,0.0
4217,285810,762,4,31/01/2013,345,1,0,0,0,3073.2878
4218,323075,407,7,30/06/2013,0,0,0,0,0,0.0
4219,228064,266,3,13/03/2013,438,1,0,0,0,3543.441
4220,607401,426,3,23/07/2014,555,1,0,0,1,5249.332
4221,507388,130,7,27/01/2013,0,0,0,0,0,0.0
4222,389043,239,6,03/08/2013,431,1,0,0,0,3979.7642
4223,64890,937,2,28/04/2015,705,1,1,0,0,8228.337
4224,444034,785,5,18/01/2013,416,1,0,0,0,3702.3018
4225,266235,717,4,18/07/2013,563,1,1,0,0,6194.6313
4226,494584,1007,4,07/11/2013,805,1,1,0,0,7396.396
4227,105418,418,2,02/04/2013,642,1,0,0,1,5399.1313
4228,428265,180,1,02/12/2013,1152,1,1,0,0,12829.904
4229,203679,604,3,02/01/2013,584,1,0,0,1,5716.496
4230,38896,29,7,17/11/2013,0,0,0,0,0,0.0
4231,707323,328,5,02/08/2013,583,1,1,0,1,5601.1475
4232,423165,252,3,28/05/2014,858,1,0,0,0,8880.809
4233,199429,349,3,06/08/2014,793,1,1,0,1,8326.144
4234,360440,643,7,31/05/2015,0,0,0,0,0,0.0
4235,679531,802,3,26/02/2014,368,1,0,0,0,3933.8933
4236,246534,262,7,26/10/2014,4472,1,0,0,0,27372.229
4237,107459,826,1,29/12/2014,794,1,0,0,1,7659.564
4238,306232,929,4,18/09/2014,697,1,1,0,0,6286.2773
4239,497892,505,4,29/05/2014,0,0,0,a,0,0.0
4240,590570,292,6,20/12/2014,576,1,0,0,0,6070.0347
4241,280080,535,3,25/03/2015,804,1,0,0,0,6742.69
4242,34330,244,7,19/05/2013,0,0,0,0,0,0.0
4243,625318,527,1,13/01/2014,861,1,0,0,0,7485.0347
4244,78041,12,5,09/08/2013,868,1,0,0,0,6799.363
4245,328932,1002,3,25/12/2013,0,0,0,c,1,0.0
4246,42051,1101,2,11/06/2013,867,1,0,0,0,6505.742
4247,574010,143,6,08/06/2013,487,1,0,0,0,4602.8145
4248,136872,585,1,13/05/2013,1179,1,1,0,0,10746.925
4249,556949,849,6,02/03/2013,899,1,0,0,0,7890.489
4250,273084,479,7,07/07/2013,0,0,0,0,0,0.0
4251,245760,652,4,26/06/2014,607,1,0,0,0,5283.6406
4252,491671,848,5,24/07/2015,759,1,0,0,0,6938.4526
4253,691940,499,3,01/05/2013,0,0,1,a,0,0.0
4254,300642,29,6,15/11/2014,690,1,0,0,0,6474.841
4255,157893,1107,4,16/01/2014,501,1,0,0,0,4061.2249
4256,121582,510,2,09/06/2015,830,1,0,0,0,6531.0986
4257,410880,1064,1,17/06/2013,1213,1,1,0,0,11534.172
4258,541761,926,7,29/06/2014,0,0,0,0,0,0.0
4259,70928,169,7,15/12/2013,0,0,0,0,0,0.0
4260,550856,1008,5,24/05/2013,599,1,0,0,0,4985.278
4261,443698,362,1,23/12/2013,2067,1,0,0,1,17671.873
4262,90,272,4,26/02/2015,556,1,0,0,0,4880.9707
4263,657892,1091,4,25/12/2014,0,0,0,c,1,0.0
4264,564290,784,6,10/08/2013,598,1,0,0,0,5345.636
4265,703280,1064,7,17/05/2015,0,0,0,0,0,0.0
4266,567173,64,1,06/07/2015,698,1,0,0,1,7400.3457
4267,168514,426,7,07/09/2014,0,0,0,0,0,0.0
4268,681070,48,5,03/04/2015,0,0,1,b,0,0.0
4269,585050,358,6,02/05/2015,1276,1,0,0,0,11409.387
4270,499891,729,7,19/05/2013,0,0,0,0,0,0.0
4271,307212,653,1,27/07/2015,539,1,1,0,1,6534.867
4272,219308,176,7,17/05/2015,0,0,0,0,0,0.0
4273,678448,27,3,13/08/2014,945,1,0,0,1,7082.8413
4274,584413,1099,3,11/12/2013,843,1,0,0,0,6846.674
4275,210554,929,4,25/12/2014,0,0,0,c,1,0.0
4276,115647,915,7,20/01/2013,0,0,0,0,0,0.0
4277,528909,2,2,14/10/2014,516,1,0,0,1,3929.8337
4278,231764,762,1,27/05/2013,427,1,1,0,1,4786.2256
4279,381835,769,5,27/02/2015,3975,1,0,0,0,12375.567
4280,76254,194,4,30/10/2014,446,1,0,0,1,4744.1313
4281,632487,111,2,24/12/2013,619,1,0,0,1,5382.0913
4282,489264,614,7,05/01/2014,0,0,0,0,0,0.0
4283,14727,517,2,12/08/2014,637,1,0,0,1,5487.5073
4284,541623,621,3,18/12/2013,1099,1,1,0,0,11114.098
4285,359655,606,4,01/01/2015,0,0,0,a,1,0.0
4286,315646,707,4,14/03/2013,840,1,0,0,0,6726.746
4287,466213,919,5,16/05/2014,684,1,0,0,0,5784.13
4288,489456,830,3,25/02/2015,604,1,0,0,0,4926.1274
4289,226349,380,1,08/07/2013,1290,1,0,0,0,10902.462
4290,299981,30,1,21/10/2013,930,1,1,0,1,9167.697
4291,677341,431,3,20/08/2014,1181,1,1,0,0,10543.799
4292,580971,921,6,16/02/2013,442,1,0,0,0,4203.466
4293,467624,325,4,11/04/2013,971,1,1,0,0,8385.227
4294,477651,193,4,16/01/2014,596,1,0,0,0,5261.2695
4295,493572,284,1,19/01/2015,407,1,0,0,0,4253.0596
4296,281905,670,6,21/03/2015,599,1,0,0,0,6094.6846
4297,579028,816,4,09/05/2013,0,0,0,a,0,0.0
4298,389739,469,1,25/05/2015,0,0,0,a,0,0.0
4299,286351,91,5,12/07/2013,504,1,0,0,0,4482.472
4300,420085,674,3,25/12/2013,0,0,0,c,1,0.0
4301,14991,485,6,11/01/2014,499,1,0,0,0,4780.756
4302,165697,826,2,14/05/2013,865,1,1,0,0,7952.865
4303,445698,662,3,20/05/2015,795,1,1,0,0,7402.524
4304,50845,97,4,27/03/2014,653,1,0,0,0,5985.495
4305,300810,713,5,15/08/2014,1133,1,0,0,1,8657.945
4306,281343,843,5,04/10/2013,1805,1,0,0,1,15344.15
4307,73361,593,6,20/07/2013,856,1,0,0,0,7298.3003
4308,63195,192,7,22/12/2013,0,0,0,0,0,0.0
4309,127166,415,6,25/05/2013,501,1,0,0,0,5188.6143
4310,695670,606,4,10/07/2014,616,1,0,0,1,5683.3013
4311,552501,614,6,05/07/2014,821,1,0,0,0,7277.168
4312,250876,123,7,22/06/2014,0,0,0,0,0,0.0
4313,83576,1089,3,23/04/2014,834,1,0,0,1,7233.9106
4314,242798,114,5,17/07/2015,537,1,1,0,1,5787.8325
4315,514328,884,4,03/04/2014,477,1,1,0,0,5095.655
4316,286868,723,1,15/12/2014,878,1,1,0,0,11350.903
4317,360473,110,3,25/03/2015,537,1,0,0,0,4727.4756
4318,488027,1013,2,07/07/2015,341,1,0,0,1,3581.4941
4319,588898,676,2,23/07/2013,1534,1,0,0,1,5538.5483
4320,428096,899,7,21/09/2014,0,0,0,0,0,0.0
4321,461992,1106,1,16/02/2015,716,1,1,0,0,7727.3423
4322,106747,752,4,11/07/2013,401,1,0,0,0,4018.695
4323,318836,564,2,01/07/2014,511,1,1,0,0,5440.9697
4324,257972,385,3,12/02/2014,509,1,0,0,0,5242.9595
4325,679370,824,7,01/12/2013,0,0,0,0,0,0.0
4326,702607,993,5,15/08/2014,690,1,0,0,1,5923.9614
4327,418611,1016,2,27/05/2014,394,1,0,0,0,4180.5625
4328,307764,386,6,27/04/2013,588,1,0,0,0,6203.739
4329,312514,334,3,06/08/2014,502,1,1,0,1,4699.1147
4330,126893,668,4,28/03/2013,1650,1,1,0,1,12019.706
4331,441948,652,3,29/01/2014,482,1,0,0,0,4239.153
4332,29670,823,3,02/10/2013,562,1,0,0,0,5345.862
4333,502753,767,6,27/09/2014,331,1,0,0,0,2821.3467
4334,239083,962,7,14/06/2015,0,0,0,0,0,0.0
4335,347629,783,4,09/05/2013,0,0,0,a,0,0.0
4336,250193,323,7,26/07/2015,0,0,0,0,0,0.0
4337,173945,794,2,29/04/2014,496,1,1,0,0,5285.8784
4338,26242,558,3,07/08/2013,443,1,0,0,0,3950.8333
4339,547494,295,7,27/10/2013,0,0,0,0,0,0.0
4340,401734,751,2,05/03/2013,721,1,1,0,0,7803.09
4341,52594,162,5,12/07/2013,559,1,0,0,1,6095.2363
4342,429841,178,7,13/04/2014,0,0,0,0,0,0.0
4343,357401,358,7,05/05/2013,0,0,0,0,0,0.0
4344,505178,482,6,25/04/2015,966,1,0,0,0,7791.584
4345,207186,893,7,29/12/2013,0,0,0,0,0,0.0
4346,142573,303,2,04/03/2014,807,1,1,0,0,7633.423
4347,36314,788,7,10/03/2013,0,0,0,0,0,0.0
4348,640968,1044,7,01/09/2013,0,0,0,0,0,0.0
4349,252494,813,6,17/08/2013,446,1,0,0,0,3800.4158
4350,306112,31,1,28/01/2013,455,1,0,0,0,3842.7134
4351,499966,798,3,10/07/2013,887,1,0,0,0,7618.4253
4352,235692,207,7,26/05/2013,0,0,0,0,0,0.0
4353,578253,470,7,12/10/2014,0,0,0,0,0,0.0
4354,677012,7,7,15/03/2015,0,0,0,0,0,0.0
4355,582452,1008,5,13/06/2014,646,1,0,0,0,5649.595
4356,408354,103,1,02/06/2014,536,1,1,0,0,6474.8643
4357,630522,266,6,04/10/2014,338,1,0,0,0,2902.652
4358,513506,1107,7,25/01/2015,0,0,0,0,0,0.0
4359,499993,419,6,20/09/2014,587,1,0,0,0,4960.3843
4360,60672,1072,5,24/05/2013,659,1,0,0,0,5637.0034
4361,62185,856,5,21/02/2014,941,1,1,0,0,8040.345
4362,225108,1027,3,03/07/2013,1830,1,1,0,0,14983.17
4363,229078,781,7,14/07/2013,0,0,0,0,0,0.0
4364,42474,1115,5,08/02/2013,372,1,1,0,0,5378.647
4365,107374,1002,2,22/04/2014,716,1,0,0,1,5362.18
4366,207679,36,1,16/09/2013,1094,1,0,0,0,8422.567
4367,703993,517,1,23/06/2014,617,1,0,0,0,5485.755
4368,176181,990,3,10/12/2014,478,1,0,0,0,4823.975
4369,417387,81,7,15/02/2015,0,0,0,0,0,0.0
4370,472071,856,3,10/06/2015,842,1,0,0,0,6868.46
4371,652263,269,7,05/04/2015,0,0,0,0,0,0.0
4372,416039,858,3,18/09/2013,317,1,0,0,0,2952.217
4373,253541,717,4,19/06/2014,0,0,1,a,0,0.0
4374,208116,230,2,14/04/2015,958,1,1,0,1,9800.331
4375,418419,451,5,12/06/2015,421,1,0,0,0,4974.531
4376,690295,209,6,08/03/2014,440,1,0,0,0,3586.8452
4377,689662,113,3,11/09/2013,818,1,1,0,1,7674.942
4378,373004,795,1,01/09/2014,577,1,1,0,0,6161.1123
4379,394560,654,1,13/04/2015,1066,1,1,0,0,10640.272
4380,41994,427,3,10/06/2015,671,1,0,0,0,6412.3223
4381,694836,1018,2,13/08/2013,1450,1,1,0,0,12632.249
4382,49729,1107,1,25/02/2013,468,1,0,0,0,3654.6292
4383,510947,670,5,15/02/2013,571,1,0,0,1,5325.8486
4384,551906,262,4,25/09/2014,2729,1,0,0,0,15008.367
4385,468226,516,2,30/07/2013,899,1,1,0,1,9418.361
4386,520477,742,6,16/05/2015,922,1,0,0,0,8324.746
4387,189013,1048,5,25/01/2013,500,1,1,0,0,5716.1743
4388,401297,814,5,26/07/2013,679,1,0,0,1,5524.371
4389,131670,772,6,20/07/2013,318,1,0,0,0,2632.0198
4390,89931,686,5,21/06/2013,815,1,1,0,0,8047.458
4391,612637,753,7,08/03/2015,0,0,0,0,0,0.0
4392,301669,1006,2,25/06/2013,678,1,0,0,0,4935.1353
4393,376945,951,2,25/03/2014,585,1,0,0,0,5077.381
4394,368602,651,3,17/04/2013,824,1,0,0,0,6130.507
4395,459437,792,3,02/04/2014,719,1,1,0,0,7584.508
4396,188163,339,3,09/01/2013,0,0,1,0,0,0.0
4397,670690,520,6,24/01/2015,269,1,0,0,0,2430.4253
4398,139089,679,7,31/05/2015,0,0,0,0,0,0.0
4399,52612,458,5,18/01/2013,594,1,0,0,0,5041.7256
4400,303601,1067,3,05/03/2014,465,1,1,0,1,4918.9595
4401,449138,738,2,02/06/2015,818,1,1,0,0,10134.732
4402,411207,554,5,31/05/2013,544,1,1,0,0,5682.4053
4403,33001,914,3,04/06/2014,1224,1,1,0,0,10613.715
4404,114381,464,4,26/02/2015,909,1,0,0,0,6023.812
4405,441847,168,5,12/12/2014,805,1,0,0,0,7634.4854
4406,4236,631,7,03/11/2013,0,0,0,0,0,0.0
4407,525712,58,4,04/06/2015,0,0,1,a,1,0.0
4408,570913,637,1,28/10/2013,630,1,0,0,1,5720.435
4409,569459,941,3,28/05/2014,607,1,0,0,0,6038.1455
4410,709076,876,5,01/11/2013,1217,1,0,0,0,9686.727
4411,166434,303,6,13/06/2015,507,1,0,0,0,5049.9604
4412,171809,768,4,10/07/2014,1284,1,0,0,0,11462.537
4413,710438,343,4,24/04/2014,622,1,0,0,1,5575.035
4414,127724,974,1,17/06/2013,1763,1,1,0,0,14848.888
4415,118203,94,5,24/05/2013,598,1,0,0,0,5485.603
4416,503662,447,4,17/07/2014,611,1,1,0,1,5559.6694
4417,306554,326,3,30/10/2013,381,1,0,0,0,3979.8142
4418,26350,979,5,01/11/2013,743,1,0,0,1,6717.822
4419,372306,187,5,02/05/2014,1075,1,1,0,1,10699.464
4420,22952,618,3,13/02/2013,408,1,0,0,0,4016.3245
4421,610043,239,5,10/05/2013,489,1,0,0,0,4648.752
4422,432332,133,6,23/05/2015,372,1,0,0,0,3508.1787
4423,679767,255,7,13/01/2013,0,0,0,0,0,0.0
4424,39770,738,3,28/08/2013,568,1,1,0,1,6668.5366
4425,250453,562,1,31/03/2014,3489,1,1,0,0,25506.71
4426,2328,357,3,06/11/2013,1134,1,1,0,0,9038.818
4427,177383,271,7,02/11/2014,0,0,0,0,0,0.0
4428,271936,940,4,30/07/2015,733,1,1,0,1,8111.263
4429,116948,638,7,22/06/2014,0,0,0,0,0,0.0
4430,252697,209,6,02/03/2013,412,1,0,0,0,3316.1921
4431,604480,478,7,08/06/2014,0,0,0,0,0,0.0
4432,50332,96,1,18/11/2013,881,1,1,0,0,9583.451
4433,194501,146,1,05/01/2015,986,1,1,0,1,11381.577
4434,630003,489,1,20/07/2015,598,1,0,0,1,6042.177
4435,83315,952,7,22/02/2015,0,0,0,0,0,0.0
4436,223673,473,1,02/06/2014,680,1,1,0,0,7310.1157
4437,57758,646,7,14/06/2015,0,0,0,0,0,0.0
4438,330972,46,6,05/01/2013,651,1,0,0,0,5140.917
4439,600771,39,6,25/10/2014,390,1,0,0,0,3364.2522
4440,260289,1046,6,10/01/2015,552,1,0,0,0,5736.673
4441,395795,601,4,21/08/2014,357,1,1,0,1,4410.5044
4442,568242,338,1,19/08/2013,682,1,0,0,0,5776.868
4443,291979,1074,3,28/01/2015,550,1,1,0,0,5732.527
4444,288425,175,6,04/05/2013,724,1,0,0,0,6122.067
4445,41894,1027,2,26/03/2013,2121,1,1,0,1,18793.26
4446,444042,17,6,29/03/2014,322,1,0,0,0,3179.6226
4447,268731,398,5,26/12/2014,0,0,0,c,1,0.0
4448,157852,937,4,05/06/2014,617,1,1,0,0,6672.739
4449,666342,1031,3,12/06/2013,361,1,0,0,0,3391.5574
4450,130825,581,7,28/07/2013,0,0,0,0,0,0.0
4451,283287,1074,3,17/07/2013,563,1,1,0,1,5718.159
4452,596843,994,5,08/05/2015,549,1,1,0,0,6227.8467
4453,657894,143,2,22/10/2013,555,1,1,0,0,5655.5815
4454,523126,444,7,29/03/2015,0,0,0,0,0,0.0
4455,629068,961,3,24/09/2014,528,1,0,0,0,4690.3574
4456,607687,206,1,06/04/2015,0,0,0,b,1,0.0
4457,74877,388,7,18/08/2013,0,0,0,0,0,0.0
4458,451052,597,7,22/03/2015,0,0,0,0,0,0.0
4459,65250,493,7,02/11/2014,0,0,0,0,0,0.0
4460,214481,268,2,28/05/2013,668,1,1,0,0,6228.5693
4461,687935,314,5,03/07/2015,530,1,1,0,1,5731.056
4462,611374,776,3,06/11/2013,541,1,1,0,0,5437.043
4463,259090,698,3,30/01/2013,1602,1,0,0,0,12483.093
4464,643381,645,7,07/06/2015,0,0,0,0,0,0.0
4465,169053,595,6,21/03/2015,1910,1,0,0,0,14764.318
4466,141923,421,7,26/01/2014,0,0,0,0,0,0.0
4467,41473,132,7,13/10/2013,0,0,0,0,0,0.0
4468,350849,1040,5,25/04/2014,861,1,0,0,1,6673.235
4469,181992,598,1,25/02/2013,789,1,0,0,0,6003.8774
4470,242075,660,7,20/04/2014,0,0,0,0,0,0.0
4471,9476,979,3,08/05/2013,721,1,0,0,0,6296.2593
4472,335103,196,4,04/06/2015,736,1,1,0,0,6737.974
4473,593802,74,4,12/03/2015,696,1,0,0,0,6005.636
4474,169467,829,6,15/11/2014,905,1,0,0,0,7539.8315
4475,427301,387,7,13/07/2014,0,0,0,0,0,0.0
4476,635627,331,2,11/11/2014,852,1,1,0,0,7931.587
4477,564540,986,7,18/05/2014,0,0,0,0,0,0.0
4478,645881,967,4,06/06/2013,1184,1,1,0,0,9860.297
4479,574994,189,1,13/07/2015,1021,1,1,0,0,11081.137
4480,300281,802,4,02/07/2015,544,1,1,0,0,7048.351
4481,427367,1115,3,14/08/2013,409,1,1,0,1,5722.644
4482,552124,680,4,10/07/2014,671,1,0,0,0,5287.2676
4483,207859,694,6,03/05/2014,829,1,0,0,0,7751.282
4484,200763,968,4,16/10/2014,809,1,0,0,0,6054.48
4485,365181,267,4,20/03/2014,900,1,1,0,0,7247.7334
4486,538276,943,5,12/07/2013,576,1,0,0,0,5409.3027
4487,415938,197,5,05/12/2014,1300,1,1,0,0,12407.354
4488,529341,760,2,10/03/2015,1051,1,0,0,0,7913.7505
4489,688467,536,1,11/05/2015,732,1,0,0,0,5974.7773
4490,100172,311,5,11/01/2013,708,1,1,0,1,7459.9453
4491,695046,442,3,24/12/2014,421,1,0,0,1,3697.4338
4492,624210,1112,4,11/06/2015,668,1,0,0,0,6279.5786
4493,248915,888,7,07/12/2014,0,0,0,0,0,0.0
4494,98932,373,7,18/01/2015,0,0,0,0,0,0.0
4495,547825,1078,5,01/03/2013,437,1,0,0,0,4283.192
4496,346933,62,7,12/01/2014,0,0,0,0,0,0.0
4497,187201,630,7,17/05/2015,0,0,0,0,0,0.0
4498,586103,790,2,26/11/2013,596,1,0,0,0,5377.708
4499,500626,375,4,23/10/2014,809,1,1,0,0,7417.502
4500,258933,202,3,15/01/2014,416,1,0,0,0,4428.868
4501,51363,827,4,04/12/2014,1860,1,1,0,0,15796.704
4502,676749,975,6,20/06/2015,543,1,0,0,0,4919.147
4503,582984,266,6,04/05/2013,324,1,0,0,0,2703.4402
